DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,CREATED,LAST-MODIFIED,SEQUENCE
<icalendar.prop.vDDDTypes object at 0x000002109482BCD0>,2021-12-03T09:15:00,2021-12-03T11:15:00,Services réseaux avancés,RT-Salle-TD3,"

RT2App
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094844040>,2021-09-09T06:15:00,2021-09-09T08:15:00,Matrices et graphes,RT-Labo Informatique 1,"

RT2Dijkstra
RT2Hamming
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948444F0>,2021-12-10T12:30:00,2021-12-10T16:30:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 2,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094844910>,2021-09-06T12:00:00,2021-09-06T14:00:00,Technologies d'accès,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094844D00>,2022-01-13T13:00:00,2022-01-13T17:00:00,SAE15: Traiter des données,RT-Labo Informatique 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094845120>,2021-12-07T07:15:00,2021-12-07T09:15:00,CISCO,RT-Labo Informatique 1,"

RT2App
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094845510>,2021-09-20T06:15:00,2021-09-20T10:15:00,Expression Culture Comm pro - Outils info,GC-ISAT R10 Info petite,"

RT1Turing
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094845930>,2021-12-07T14:30:00,2021-12-07T16:00:00,DS TP Infrastructure sans fil,RT-Labo Telecoms 1,"

RT2Dijkstra
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094845D20>,2021-12-13T13:00:00,2021-12-13T17:00:00,SAE12: Réseaux,RT-Labo reseaux 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094846140>,2021-12-08T07:15:00,2021-12-08T09:15:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094846530>,2021-10-18T07:15:00,2021-10-18T10:15:00,Transmissions guidées,RT-Labo Telecoms 2,"

RT2App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094846920>,2021-11-17T09:15:00,2021-11-17T11:15:00,Expression Culture Communications professionnelles,RT-Salle-TD3,"

RT1Shannon2
RT1Shannon1
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094846D10>,2022-02-11T12:30:00,2022-02-11T16:30:00,Sources de données,RT-Labo Informatique 2,"

RT1Turing
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094847100>,2021-10-01T08:15:00,2021-10-01T10:15:00,Expression Culture Comm pro - Outils info,GC-ISAT R12 Info grande,"

RT1Shannon2
RT1Shannon1
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094847520>,2021-10-19T08:15:00,2021-10-19T10:15:00,Bases des systèmes d'exploitation,RT-Labo Informatique 3,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094847940>,2021-09-23T11:30:00,2021-09-23T15:30:00,Initiation réseaux,RT-Labo reseaux 1,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094847D30>,2021-09-08T06:15:00,2021-09-08T08:15:00,Scripts avancés,RT-Labo Informatique 2,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094858160>,2021-11-19T07:15:00,2021-11-19T09:15:00,Réseaux cellulaires,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094858550>,2021-12-16T12:30:00,2021-12-16T14:30:00,TP Cryptographie,RT-Salle-TD1,"

LP-CyberSécurité
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094858940>,2021-12-15T13:00:00,2021-12-15T17:00:00,SAE12: Réseaux,RT-Labo reseaux 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094858D60>,2022-02-14T13:00:00,2022-02-14T17:00:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Huffman
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094859150>,2021-12-09T15:00:00,2021-12-09T17:00:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094859540>,2022-02-11T09:15:00,2022-02-11T11:15:00,Signaux et systèmes pour les transmissions,RT-Salle-TD2,"

TDFourier
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094859960>,2021-12-14T13:00:00,2021-12-14T17:00:00,SAE12: Réseaux,RT-Labo Informatique 2,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094859D50>,2021-10-05T06:15:00,2021-10-05T08:15:00,Bases des systèmes d'exploitation,"RT-Labo Informatique 3,RT-Labo Informatique 2","

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485A1A0>,2021-10-13T07:00:00,2021-10-13T10:00:00,Visite Orange - Cuivre,,"

RT2Hamming
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485A590>,2021-10-15T08:15:00,2021-10-15T10:15:00,DS Initiation réseaux,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485A980>,2022-01-05T07:15:00,2022-01-05T09:15:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485AD70>,2022-01-31T09:15:00,2022-01-31T11:15:00,Signaux et systèmes pour les transmissions,RT-Salle-TD1,"

TDBell
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485B190>,2021-10-06T12:00:00,2021-10-06T16:00:00,Initiation réseaux,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485B580>,2021-09-16T11:30:00,2021-09-16T13:30:00,Scripts avancés,RT-Labo Informatique 1,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485B970>,2021-10-11T08:15:00,2021-10-11T10:15:00,Projet Personnel et Professionnel,RT-Labo Informatique 1,"

TDFourier
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109485BD90>,2021-10-27T14:00:00,2021-10-27T16:00:00,Administration système,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948741C0>,2021-12-07T13:00:00,2021-12-07T15:00:00,PPP,RT-Labo Informatique 1,"

RT2App
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948745B0>,2022-01-13T07:15:00,2022-01-13T11:15:00,SAE13: Telecommunication,RT-Labo Electronique 1,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948749A0>,2022-02-16T13:00:00,2022-02-16T17:00:00,Sources de données,RT-Labo Informatique 1,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094874D90>,2022-01-11T14:30:00,2022-01-11T16:30:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948751B0>,2021-09-20T14:00:00,2021-09-20T16:00:00,Mathématiques du signal,RT-Salle Labo Visio,"

RT1App
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948755A0>,2021-10-26T12:00:00,2021-10-26T15:00:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948759C0>,2021-10-12T14:00:00,2021-10-12T16:00:00,Mathématiques des transmissions,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094875DB0>,2021-10-06T06:15:00,2021-10-06T08:15:00,Transmission large bande,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948761A0>,2021-10-05T12:00:00,2021-10-05T14:00:00,Anglais,RT-Labo Informatique 1,"

RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094876590>,2022-02-07T09:15:00,2022-02-07T11:15:00,Signaux et systèmes pour les transmissions,RT-Salle Labo Visio,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948769B0>,2022-01-17T13:00:00,2022-01-17T16:00:00,Forum poursuite d'étude,"RT-Salle-TD4,RT-Salle-TD2,RT-Salle-TD3,RT-Labo Informatique 1,RT-Labo Informatique 2,RT-Labo Informatique 3,RT-Salle-TD1,RT-Amphi","

RT1-S1
RT2-S3
RT1App
RT2App
RT1-S2
RT2-S4
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094876DA0>,2022-01-21T12:30:00,2022-01-21T15:30:00,SAE13: Telecommunication,RT-Labo Telecoms 2,"

RT1Turing
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094877190>,2021-10-29T11:30:00,2021-10-29T15:30:00,Fondamentaux de la programmation,RT-Labo Informatique 1,"

RT1Huffman
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948775B0>,2021-09-20T08:30:00,2021-09-20T09:30:00,Rentrée RT1 APP,RT-Salle Labo Visio,"

RT1App
Réunion/Evènement
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948779A0>,2022-01-07T08:15:00,2022-01-07T11:15:00,Supports de transmission pour les réseaux locaux,RT-Labo Telecoms 2,"

RT1Turing
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094877D90>,2021-09-23T08:15:00,2021-09-23T10:15:00,Electromagnétisme,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948801C0>,2021-11-23T07:15:00,2021-11-23T11:15:00,Infrastructure sans fil,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948805B0>,2022-01-24T13:00:00,2022-01-24T15:00:00,Sources de données,RT-Amphi,"

RT1-S2
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948809A0>,2021-10-04T08:15:00,2021-10-04T10:15:00,Projet Personnel et Professionnel,RT-Labo Informatique 2,"

TDBell
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094880DC0>,2021-12-10T12:30:00,2021-12-10T16:30:00,Services réseaux avancés,RT-Labo Informatique 3,"

RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948811B0>,2021-12-10T09:15:00,2021-12-10T11:15:00,DS Electronique,RT-Amphi,"

RT1-S1
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948815A0>,2022-01-11T13:00:00,2022-01-11T17:00:00,SAE15: Traiter des données,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948819C0>,2021-11-30T13:00:00,2021-11-30T16:00:00,Electronique,RT-Labo Electronique 1,"

RT1Shannon1
RT1Shannon2
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094881DB0>,2021-09-07T08:15:00,2021-09-07T10:15:00,Anglais,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948821A0>,2021-10-08T06:15:00,2021-10-08T10:15:00,Technologies d'accès,RT-Labo Telecoms 1,"

RT2Hamming
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094882590>,2022-02-18T09:15:00,2022-02-18T11:15:00,Signaux et systèmes pour les transmissions,RT-Salle-TD1,"

TDBell
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948829B0>,2021-10-12T11:30:00,2021-10-12T15:15:00,Administration Windows Server,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094882DA0>,2021-09-15T06:15:00,2021-09-15T08:15:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094883190>,2021-10-08T11:30:00,2021-10-08T13:30:00,Technologies d'accès,RT-Labo Telecoms 1,"

RT2Hamming
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094883580>,2021-09-14T06:15:00,2021-09-14T10:15:00,Expression Culture Comm pro - Outils info,GC-ISAT R10 Info petite,"

RT1Shannon2
RT1Shannon1
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948839A0>,2021-10-22T11:30:00,2021-10-22T13:30:00,DS Matrices et graphes,RT-Amphi,"

RT2-S3
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094883D90>,2021-11-09T13:00:00,2021-11-09T15:00:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948981C0>,2021-09-13T08:15:00,2021-09-13T10:15:00,Technologies d'accès,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948985B0>,2022-01-06T12:30:00,2022-01-06T16:15:00,Systèmes et stockage virtualisés,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094898A00>,2021-10-29T06:15:00,2021-10-29T08:15:00,Mathématiques des transmissions,RT-Salle-TD1,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094898DF0>,2021-09-15T12:00:00,2021-09-15T15:00:00,Introduction aux technologies Web,RT-Labo Informatique 2,"

RT1Huffman
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094899210>,2021-12-07T13:00:00,2021-12-07T17:00:00,Services réseaux avancés,RT-Labo Informatique 3,"

RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094899600>,2021-09-10T08:15:00,2021-09-10T10:15:00,Technologies d'accès,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948999F0>,2021-10-12T08:15:00,2021-10-12T10:15:00,Principes et architecture des réseaux,RT-Salle-TD2,"

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094899E10>,2021-11-12T14:30:00,2021-11-12T16:30:00,Architecture des systèmes numériques et informatiques,RT-Amphi,"

RT1-S1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489A200>,2021-10-12T06:15:00,2021-10-12T08:15:00,Mathématiques des transmissions,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489A5F0>,2021-12-10T12:30:00,2021-12-10T15:30:00,Supports de transmission pour les réseaux locaux,RT-Labo Telecoms 2,"

RT1Turing
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489A9E0>,2021-10-01T06:15:00,2021-10-01T08:15:00,Expression Culture Comm pro - Outils info,GC-ISAT R12 Info grande,"

RT1Huffman
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489AE00>,2022-01-10T07:15:00,2022-01-10T11:00:00,LINUX,RT-Salle Info CAO,"

LP-CyberSécurité
LP-GSIE-ARE-1
BOUCHER ARNAUD
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489B1F0>,2022-01-04T13:00:00,2022-01-04T17:00:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 2,"

RT1Turing
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489B610>,2021-10-01T11:30:00,2021-10-01T14:30:00,SAE11: Cybersécurité,RT-Labo Informatique 2,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489BA00>,2022-01-13T07:15:00,2022-01-13T11:00:00,Management de projet (Etude de Cas),Pôle formation (Monéteau),"

RT-LP GSIE
BACONNIER RICHARD
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109489BE20>,2021-11-15T07:15:00,2021-11-15T09:15:00,Electronique,RT-Salle-TD2,"

TDFourier
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AC250>,2021-12-07T15:00:00,2021-12-07T17:00:00,Anglais,RT-Labo Informatique 1,"

RT2App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AC640>,2022-02-09T07:15:00,2022-02-09T11:00:00,MANAGEMENT DE PROJET,RT-Salle Info CAO,"

LP-CyberSécurité
LP-GSIE-ARE-1
HENNEBELLE FRANCOIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ACA30>,2021-09-27T08:15:00,2021-09-27T10:15:00,Bases des systèmes d'exploitation,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ACE50>,2021-10-13T06:15:00,2021-10-13T10:00:00,Administration Windows Server,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AD240>,2021-09-24T11:30:00,2021-09-24T15:30:00,Expression Culture Comm pro - Outils info,BIBLIOTHEQUE UNIVERSITAIRE OU TEAMS,"

RT1App
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AD690>,2021-12-08T08:15:00,2021-12-08T11:15:00,Supports de transmission pour les réseaux locaux,RT-Labo Telecoms 2,"

RT1Huffman
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ADA80>,2021-10-13T14:00:00,2021-10-13T16:00:00,Electronique,RT-Salle-TD1,"

TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ADE70>,2021-09-29T08:15:00,2021-09-29T10:15:00,Bases des systèmes d'exploitation,RT-Labo Informatique 2,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AE290>,2021-09-15T12:00:00,2021-09-15T16:00:00,Initiation réseaux,RT-Labo reseaux 1,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
